Slug,Title,Director,Year,Rating,Review,FavoriteScene,Image
as-tears-go-by,As Tears go By,Wang Kar Wai / ___,,7,"One of my favorite movies from the most famous director in Hong Kong cinema. This movie is one of his earlier works and is quite cheesy in so many ways. Despite its predictability, I cannot help but feel ripped apart by the emotion captured in this film. This tragedy tells the predictable story of a Hong Kong gangster who finds love. This movie explores the shortcomings of pride and loyatly in a way that is quite endearing. Sandy Lam's cover of ""Take My Breath Away"" is ethereal and is probably the single greatest contributor to my love for this movie.",,
